0,1,25
0,2,15
1,42,14
2,0,1
3,3,22
5,26,14
7,29,20
15,44,20
16,27,13
16,37,10
21,2,20
22,6,25
22,10,3
22,21,18
25,34,8
27,0,9
28,47,17
30,15,6
31,34,22
34,31,16
35,25,13
42,9,12
52,46,14
55,38,13
56,47,1
57,17,23
57,45,2
61,5,5
62,43,17
64,6,2
64,20,1
67,43,14
69,14,2
70,18,6
71,14,13
71,28,16
72,41,24
77,28,14
79,5,24
79,19,1
81,1,23
81,22,10
81,34,10
82,2,22
85,34,21
85,48,9
87,9,16
87,31,11
87,42,12
88,37,10
91,8,16
92,40,22
95,1,25
98,7,6
98,10,17
101,23,24
103,31,15
107,45,23
108,39,20
109,4,11
116,37,3
121,47,18
122,32,6
128,0,14
134,22,15
136,25,17
136,43,22
140,2,15
141,39,11
144,13,21
145,39,22
146,7,2
146,16,17
147,0,25
154,10,13
160,18,16
161,24,9
162,45,5
162,47,16
163,37,11
165,29,18
165,33,6
167,18,16
170,24,4
172,43,1
174,6,2
174,7,4
176,13,21
179,44,8
181,27,19
181,37,3
186,30,18
188,10,13
189,22,20
190,36,11
191,47,17
193,18,24
194,32,13
196,31,8
197,42,24
